"SeaWEED.ID","Source","Sample_size_n_farms","study_id","Country","iso3c","Common.Name","Scientific.Name","clean_sci_name","Production_system_group","Intensity","Product","Yield_m2_per_t","Grow_out_period_days","FCR","Feed_type","feed_soy_new","feed_crops_new","feed_fmfo_new","feed_animal_new","Electricity_kwh","Diesel_L","Petrol_L","NaturalGas_L","data_type"
48,"Mungkung 2005",1,1,"Thailand","THA","Giant tiger prawn","Penaeus monodon","Penaeus monodon","Ponds","Intensive","1.8 kg block-frozen shrimp",263.0136986,120,1.9,"Compound and/or other",0.1299863514331,0.37996010418906,0.489948555401683,0.000104988976157503,2990,0,0,0,"raw"
51,"Iribarren 2010b",1,2,"Spain","ESP","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","On- and off-bottom","Extensive","1 kg fresh mussels",NA,NA,0,"Unfed",NA,NA,NA,NA,0,16,0,0,"raw"
54,"Cao 2011",9,3,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne live weight",1210,110,1,"Compound",0.136826982280906,0.347330031943838,0.515732471674183,0.000110514101073039,548,7,0,0,"raw"
54,"Cao 2011",9,4,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne live weight",1210,110,1,"Compound",0.136826982280906,0.347330031943838,0.515732471674183,0.000110514101073039,548,7,0,0,"raw"
54,"Cao 2011",9,5,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne live weight",1210,110,1,"Compound",0.136826982280906,0.347330031943838,0.515732471674183,0.000110514101073039,548,7,0,0,"raw"
55,"Cao 2011",9,6,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne live weight",342,100,1.6,"Compound",0.136826982280906,0.347330031943838,0.515732471674183,0.000110514101073039,2550,2,0,0,"raw"
55,"Cao 2011",9,7,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne live weight",342,100,1.6,"Compound",0.136826982280906,0.347330031943838,0.515732471674183,0.000110514101073039,2550,2,0,0,"raw"
55,"Cao 2011",9,8,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne live weight",342,100,1.6,"Compound",0.136826982280906,0.347330031943838,0.515732471674183,0.000110514101073039,2550,2,0,0,"raw"
57,"Pelletier 2009",1,9,"Indonesia","IDN","Nile tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live weight",NA,NA,1.7,"Compound",0.525716288443004,0.422634663258101,0.0515408125924513,0.000108235706444148,2730,1,0,0,"raw"
58,"Pelletier 2009",1,10,"Indonesia","IDN","Nile tilapia","Oreochromis niloticus","Oreochromis niloticus","Cages & pens","Intensive","1 tonne live weight",NA,NA,1.7,"Compound",0.525716288443004,0.422634663258101,0.0515408125924513,0.000108235706444148,0,10,1,0,"raw"
60,"Aubin 2009",1,11,"Greece","GRC","European seabass","Dicentrarchus labrax","Dicentrarchus labrax","Cages & pens","Intensive","1 tonne live weight",NA,NA,1.8,"Compound",0.157877287247199,0.315754574494398,0.52625762415733,0.000110514101073039,NA,NA,NA,NA,"raw"
61,"Jerbi 2012",1,12,"Tunisia","TUN","European seabass","Dicentrarchus labrax","Dicentrarchus labrax","Recirculating and tanks","Intensive","1 tonne live weight",49.3,720,1.7,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
62,"Jerbi 2012",1,13,"Tunisia","TUN","European seabass","Dicentrarchus labrax","Dicentrarchus labrax","Recirculating and tanks","Intensive","1 tonne live weight",39.5,720,2.1,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
63,"Bosma 2009",28,14,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne live weight",8.22,180,1.9,"Compound",0.209977952315007,0.639932807055259,0.149984251653576,0.000104988976157503,41,5,0,0,"raw"
63,"Bosma 2009",28,15,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne live weight",8.22,180,1.9,"Compound",0.209977952315007,0.639932807055259,0.149984251653576,0.000104988976157503,41,5,0,0,"raw"
63,"Bosma 2009",28,16,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne live weight",8.22,180,1.9,"Compound",0.209977952315007,0.639932807055259,0.149984251653576,0.000104988976157503,41,5,0,0,"raw"
63,"Bosma 2009",28,17,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne live weight",8.22,180,1.9,"Compound",0.209977952315007,0.639932807055259,0.149984251653576,0.000104988976157503,41,5,0,0,"raw"
63,"Bosma 2009",28,18,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne live weight",8.22,180,1.9,"Compound",0.209977952315007,0.639932807055259,0.149984251653576,0.000104988976157503,41,5,0,0,"raw"
64,"Aubin 2006",1,19,"France","FRA","Turbot","Scophthalmidae","Scophthalmidae","Recirculating and tanks","Intensive","1 tonne live weight",NA,365,1.2,"Compound",0.0989475109493233,0.187479494430297,0.713463631581962,0.000109363038417673,NA,NA,NA,NA,"raw"
66,"Iribarren 2010c",1,20,"Spain","ESP","Turbot","Scophthalmidae","Scophthalmidae","Recirculating and tanks","Intensive","1 kg turbot for consumption",NA,NA,1.6,"Compound",0.236559139784946,0.258064516129032,0.376344086021505,0.129032258064516,5197,1,0,0,"raw"
68,"Ayer 2007",1,21,"Canada","CAN","Arctic char","Salvelinus alpinus","Salvelinus alpinus","Recirculating and tanks","Intensive","1 tonne live weight",NA,365,1.4,"Compound",NA,NA,NA,NA,22600,279,0,0,"raw"
69,"Ayer 2007",1,22,"Canada","CAN","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 tonne live weight",98.63013699,720,1.3,"Compound",NA,NA,NA,NA,0,29,36,10,"raw"
72,"Boissy 2011",1,23,"United Kingdom","GBR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 tonne live weight",NA,NA,1.1,"Compound",0.181798900116654,0.262598411279612,0.555496639245333,0.000106049358401382,861,372,0,0,"raw"
74,"Pelletier 2009",1,24,"Norway","NOR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 tonne live weight",NA,NA,1.1,"Compound",0.145984671609481,0.277970813064628,0.575939526349733,0.000104988976157503,20,15,0,0,"raw"
75,"Pelletier 2009",1,25,"UK","GBR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 tonne live weight",NA,NA,1.3,"Compound",0.0919903410141935,0.242974487678794,0.664930182330855,0.000104988976157503,42,20,0,0,"raw"
76,"Pelletier 2009",1,26,"Canada","CAN","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 tonne live weight",NA,NA,1.3,"Compound",0.056,0.429,0.316,0.199,0,21,3,1,"raw"
77,"Pelletier 2009",1,27,"Chile","CHL","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 tonne live weight",NA,NA,1.5,"Compound",0.145,0.282,0.422,0.151,63,21,5,0,"raw"
78,"Buchspies 2011",1,28,"Norway","NOR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 kg fillet",NA,NA,1.1,"Compound",0.000104977954629528,0.419911818518111,0.57987822557263,0.000104977954629528,NA,NA,NA,NA,"raw"
79,"Ellingsen 2006",1,29,"Norway","NOR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","200 g fillet (= 460 g live weight)",NA,NA,1.2,"Compound",0.0937397472151484,0.197895021898647,0.708255867847787,0.000109363038417673,NA,NA,NA,NA,"raw"
80,"Aubin 2009",1,30,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,1.2,"Compound",0.121199266744436,0.181798900116654,0.696895783780508,0.000106049358401382,NA,NA,NA,NA,"raw"
81,"Boissy 2011",1,31,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,1.1,"Compound",0.279970603086676,0.419955904630014,0.299968503307153,0.000104988976157503,2767,404,0,0,"raw"
84,"Papatryphon 2003",8,32,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
84,"Papatryphon 2003",8,33,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
84,"Papatryphon 2003",8,34,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
85,"Papatryphon 2003",8,35,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
85,"Papatryphon 2003",8,36,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
85,"Papatryphon 2003",8,37,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
86,"Papatryphon 2003",8,38,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
86,"Papatryphon 2003",8,39,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
86,"Papatryphon 2003",8,40,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
87,"SamuelFitwi 2013",1,41,"Germany, Denmark",NA,"Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Ponds","Intensive","1 tonne live weight",20,NA,0.9,"Compound",NA,NA,NA,NA,2554,0,0,0,"raw"
88,"SamuelFitwi 2013",1,42,"Germany","DEU","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Ponds","Intensive","1 tonne live weight",1600,NA,1.2,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
89,"SamuelFitwi 2013",1,43,"Denmark","DNK","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",15,NA,0.9,"Compound",NA,NA,NA,NA,19622,0,0,0,"raw"
90,"Gronroos 2006",1,44,"Finland","FIN","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Cages & pens","Intensive","1 tonne slaughtered (ungutted)",NA,NA,1.3,"Compound",0.138282425899235,0.170193754952904,0.691412129496173,0.000111689651687843,NA,NA,NA,NA,"raw"
91,"dOrbcastel 2009",1,45,"France","FRA","Salmonids nei","Salmonidae","Salmonidae","Recirculating and tanks","Intensive","1 tonne live weight",NA,NA,1.1,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
92,"Tyedmers 2007",1,46,"United Kingdom","GBR","Salmonids nei","Salmonidae","Salmonidae","Cages & pens","Intensive","1 tonne fillets",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
143,"CajasDeGliniewicz 2016",1,47,"United States","USA","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","On- and off-bottom","Extensive","1 kg wet weight",NA,NA,NA,"Unfed",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
144,"Lourguioui 2017",1,48,"Algeria","DZA","Mediterranean mussel","Mytilus galloprovincialis","Mytilus galloprovincialis","On- and off-bottom","Extensive","1 tonne wet weight",NA,NA,NA,"Unfed",NA,NA,NA,NA,227,110,0,0,"raw"
145,"Ziegler 2013",1,49,"Norway","NOR","Blue mussel","Mytilus edulis","Mytilus edulis","On- and off-bottom","Extensive","1 kg edible yield",NA,NA,NA,"Unfed",NA,NA,NA,NA,0,0,0,0,"raw"
148,"Medeiros 2017",3,50,"Brazil","BRA","Weakfishes nei","Cynoscion spp","Cynoscion spp","Ponds","Semi-intensive","1 kg animal biomass liveweight",864.7482819,170,1.1,"Compound",NA,NA,NA,NA,1362,0,0,0,"raw"
148,"Medeiros 2017",3,51,"Brazil","BRA","Weakfishes nei","Cynoscion spp","Cynoscion spp","Ponds","Semi-intensive","1 kg animal biomass liveweight",864.7482819,170,1.1,"Compound",NA,NA,NA,NA,1362,0,0,0,"raw"
149,"Avadi 2015",5,52,"Peru","PER","Weakfishes nei","Cynoscion spp","Cynoscion spp","Ponds","Semi-intensive","1 tonne live weight",1000,NA,1.7,"Compound",0.354127933923894,0.58326953822759,0.0624931648100989,0.000109363038417673,0,11,0,0,"raw"
149,"Avadi 2015",5,53,"Peru","PER","Weakfishes nei","Cynoscion spp","Cynoscion spp","Ponds","Semi-intensive","1 tonne live weight",1000,NA,1.7,"Compound",0.354127933923894,0.58326953822759,0.0624931648100989,0.000109363038417673,0,11,0,0,"raw"
157,"Yacout 2016",2,54,"Egypt","EGY","Nile tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live weight",NA,210,1.4,"Compound",0.306898787749788,0.336598670435252,0.356398592225561,0.000103949589399122,0,101,0,0,"raw"
158,"Yacout 2016",2,55,"Egypt","EGY","Nile tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne live weight",NA,210,1.4,"Compound",0.306898787749788,0.336598670435252,0.356398592225561,0.000103949589399122,0,27,0,0,"raw"
161,"Huysveld 2013",4,56,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne live weight",18,216,1.5,"Compound",0.25,0.64,0.09,0.02,NA,NA,NA,NA,"raw"
161,"Huysveld 2013",4,57,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne live weight",18,216,1.5,"Compound",0.25,0.64,0.09,0.02,NA,NA,NA,NA,"raw"
162,"Kluts 2012",28,58,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","t tonne fresh",23.41920375,NA,1.9,"Compound",0.21426275756169,0.652991261140388,0.132638849919141,0.000107131378780845,41,0,0,0,"raw"
162,"Kluts 2012",28,59,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","t tonne fresh",23.41920375,NA,1.9,"Compound",0.21426275756169,0.652991261140388,0.132638849919141,0.000107131378780845,41,0,0,0,"raw"
162,"Kluts 2012",28,60,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","t tonne fresh",23.41920375,NA,1.9,"Compound",0.21426275756169,0.652991261140388,0.132638849919141,0.000107131378780845,41,0,0,0,"raw"
162,"Kluts 2012",28,61,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","t tonne fresh",23.41920375,NA,1.9,"Compound",0.21426275756169,0.652991261140388,0.132638849919141,0.000107131378780845,41,0,0,0,"raw"
162,"Kluts 2012",28,62,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","t tonne fresh",23.41920375,NA,1.9,"Compound",0.21426275756169,0.652991261140388,0.132638849919141,0.000107131378780845,41,0,0,0,"raw"
163,"Kluts 2012",11,63,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne fresh",2793.296089,NA,0.2,"Compound",0.353497861337939,0.575696517036072,0.0706995722675878,0.000106049358401382,74,0,0,0,"raw"
163,"Kluts 2012",11,64,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne fresh",2793.296089,NA,0.2,"Compound",0.353497861337939,0.575696517036072,0.0706995722675878,0.000106049358401382,74,0,0,0,"raw"
163,"Kluts 2012",11,65,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne fresh",2793.296089,NA,0.2,"Compound",0.353497861337939,0.575696517036072,0.0706995722675878,0.000106049358401382,74,0,0,0,"raw"
164,"Kluts 2012",11,66,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne fresh",3333.333333,NA,0.1,"Compound",0.353497861337939,0.575696517036072,0.0706995722675878,0.000106049358401382,79,0,0,0,"raw"
164,"Kluts 2012",11,67,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne fresh",3333.333333,NA,0.1,"Compound",0.353497861337939,0.575696517036072,0.0706995722675878,0.000106049358401382,79,0,0,0,"raw"
164,"Kluts 2012",11,68,"Vietnam","VNM","Pangas catfishes nei","Pangasius spp","Pangasius spp","Ponds","Intensive","1 tonne fresh",3333.333333,NA,0.1,"Compound",0.353497861337939,0.575696517036072,0.0706995722675878,0.000106049358401382,79,0,0,0,"raw"
165,"Besson 2016",1,69,"Netherlands","NLD","North African catfish","Clarias gariepinus","Clarias gariepinus","Recirculating and tanks","Intensive","1 tonne at farm gate",NA,NA,0.8,"Compound",0.0908994500583272,0.32319804465183,0.585796455931442,0.000106049358401382,1,0,0,0,"raw"
166,"Abdou 2017",1,70,"Tunisia","TUN","Gilthead seabream","Sparus aurata","Sparus aurata","Cages & pens","Intensive","1 tonne at farm gate",NA,300,1.9,"Compound",0.171698961221285,0.161599022325915,0.666595967094399,0.000106049358401382,NA,NA,NA,NA,"raw"
167,"GarciaGarcia 2016",1,71,"Spain","ESP","Gilthead seabream","Sparus aurata","Sparus aurata","Cages & pens","Intensive","1 tonne at farm gate",NA,NA,2,"Compound",0.239103145836616,0.456469642051722,0.304313094701148,0.000114117410512931,NA,NA,NA,NA,"raw"
168,"Abdou 2017",1,72,"Tunisia","TUN","European seabass","Dicentrarchus labrax","Dicentrarchus labrax","Cages & pens","Intensive","1 tonne at farm gate",NA,540,1.9,"Compound",0.151499083430545,0.181798900116654,0.666595967094399,0.000106049358401382,NA,NA,NA,NA,"raw"
171,"Ziegler 2013",1,73,"Norway","NOR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 kg edible yield",NA,NA,1.2,"Compound",NA,NA,NA,NA,24,15,0,0,"raw"
172,"Ziegler 2013",1,74,"Norway","NOR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 kg edible yield",NA,NA,1.2,"Compound",NA,NA,NA,NA,24,15,0,0,"raw"
173,"Wilfart 2013",1,75,"France","FRA","Atlantic salmon","Salmo salar","Salmo salar","Recirculating and tanks","Intensive","1 tonne live weight",309.1190108,NA,1,"Compound",0.000104977954629528,0.49989502204537,0.49989502204537,0.000104977954629528,4514,1,0,0,"raw"
174,"Hognes 2014",1,76,"Norway","NOR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 kg edible salmon at farm gate",NA,NA,1.3,"Compound",0.000106038113127518,0.575635471263671,0.424152452510074,0.000106038113127518,NA,NA,NA,NA,"raw"
175,"Hognes 2014",1,77,"Norway","NOR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 kg edible salmon at farm gate",NA,NA,1.2,"Compound",0.000108223992743839,0.680265097246988,0.319518454767525,0.000108223992743839,NA,NA,NA,NA,"raw"
176,"Parker 2018",3,78,"Australia","AUS","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 kg head-on gutted product",NA,NA,1.7,"Compound",0.0537634408602151,0.290322580645161,0.258064516129032,0.397849462365591,67,100,39,1,"raw"
176,"Parker 2018",3,79,"Australia","AUS","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 kg head-on gutted product",NA,NA,1.7,"Compound",0.0537634408602151,0.290322580645161,0.258064516129032,0.397849462365591,67,100,39,1,"raw"
178,"Ayer 2016",1,80,"Chile","CHL","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 tonne live weight",NA,NA,1.5,"Compound",NA,NA,NA,NA,0,35,0,9,"raw"
179,"Liu 2016",1,81,"United States","USA","Atlantic salmon","Salmo salar","Salmo salar","Recirculating and tanks","Intensive","1 kg head-on gutted product",NA,NA,1.1,"Compound",NA,NA,NA,NA,5460,0,0,0,"raw"
180,"Liu 2016",1,82,"United States","USA","Atlantic salmon","Salmo salar","Salmo salar","Recirculating and tanks","Intensive","1 kg head-on gutted product",NA,NA,1.1,"Compound",NA,NA,NA,NA,5460,0,0,0,"raw"
181,"Liu 2016",1,83,"Norway","NOR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 kg head-on gutted product",NA,NA,1.3,"Compound",NA,NA,NA,NA,0,11,0,0,"raw"
182,"Liu 2016",1,84,"Norway","NOR","Atlantic salmon","Salmo salar","Salmo salar","Cages & pens","Intensive","1 kg head-on gutted product",NA,NA,1.3,"Compound",NA,NA,NA,NA,0,11,0,0,"raw"
183,"Dekamin 2015",1,85,"Iran","IRN","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",50,NA,1.2,"Compound",0.0505050505050505,0.464646464646465,0.353535353535354,0.131313131313131,648,14,0,0,"raw"
184,"Dekamin 2015",1,86,"Iran","IRN","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",2.5,NA,1.5,"Compound",0.0505050505050505,0.464646464646465,0.353535353535354,0.131313131313131,8100,135,0,0,"raw"
185,"Dekamin 2015",1,87,"Iran","IRN","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne live weight",5,NA,1.6,"Compound",0.0505050505050505,0.464646464646465,0.353535353535354,0.131313131313131,7603,118,0,0,"raw"
186,"Chen 2015",5,88,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne raw fish",NA,NA,1.1,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
186,"Chen 2015",5,89,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne raw fish",NA,NA,1.1,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
187,"Chen 2015",9,90,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne raw fish",NA,NA,1.2,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
187,"Chen 2015",9,91,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne raw fish",NA,NA,1.2,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
187,"Chen 2015",9,92,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne raw fish",NA,NA,1.2,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
188,"Chen 2015",10,93,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne raw fish",NA,NA,1.2,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
188,"Chen 2015",10,94,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne raw fish",NA,NA,1.2,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
188,"Chen 2015",10,95,"France","FRA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Recirculating and tanks","Intensive","1 tonne raw fish",NA,NA,1.2,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
189,"Silvenius 2017",1,96,"Finland","FIN","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Cages & pens","Intensive","1 tonne skinless fillet",NA,NA,1.2,"Compound",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
190,"Avadi 2015",5,97,"Peru","PER","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Cages & pens","Intensive","1 tonne live weight",1000,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
190,"Avadi 2015",5,98,"Peru","PER","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Cages & pens","Intensive","1 tonne live weight",1000,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"raw"
191,"Henriksson et al. 2017",40,99,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
191,"Henriksson et al. 2017",40,100,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
191,"Henriksson et al. 2017",40,101,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
191,"Henriksson et al. 2017",40,102,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
191,"Henriksson et al. 2017",40,103,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
191,"Henriksson et al. 2017",40,104,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",887,270,1.82,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,105,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,106,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
192,"Henriksson et al. 2017",69,107,"Egypt","EGY","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Intensive","1 tonne live wet-weight",956,270,1.55,"Compound",0.341,0.582,0.068,0.009,265,127,0,0,"raw"
